chunk_id,document_id,source_file,page_number,text
hallmarking_of_gold_jewellery_and_gold_artefacts_order_2026_second_amendments_385_districts_1_p11,hallmarking_of_gold_jewellery_and_gold_artefacts_order_2026_second_amendments_385_districts_1,Hallmarking-of-gold-jewellery-and-gold-artefacts-order-2026-second-amendments-385-districts-1.pdf,11,"[भाग II—खण्ड 3(ii)] भारत का रािपत्र : असाधारण 11

 26. पजिमी बंगाल 1. अलीपुरद्वार 2. बांकु़िा 3. बीरभूजम 4. दजिण ददिािपुर 5. दार्िवसलंग 6. हुगली 7. हाऱ्िा 8. िलपाईगु़िी 9. कू चजबहार 10. कोलकाता 11. मालदा 12. मुर्िवदाबाद 13. िाददया 14. उत्तर 24 परगिा 15. पजिम बधवमाि 16. पजिम मेददिीपुर 17. पूर्व बधवमाि 18. पूर्व मेददिीपुर 19. पुरुजलया 20. दजिण 24 परगिा 21. उत्तर ददिािपुर ”. [फां. सं. र्ी-6/1/2017-बीआईएस(भाग-2)]

 अिुपम जमश्रा, अपर सजचर् ठटप्पण-: मूल आदेि भारत के रािपत्र, असाधारण, भाग 2, खंड 3, उप-खंड (ii) में का.आ .205 (अ), तारीख 15 ििर्री, 2020 द्वारा प्रकाजित दकया गया था और तत्पश्चात संखयांक का.आ. 1129 (अ), तारीख 2 माचव, 2026 द्वारा अजन्द्तम रूप से संिोजधत दकया गया था।

 MINISTRY OF CONSUMER AFFAIRS, FOOD AND PUBLIC DISTRIBUTION (Department of Consumer Affairs) ORDER New Delhi, the 28th April, 2026 S.O. 2117(E).— In exercise of the powers conferred by sub-section (3) of section 14 read with sub-sections (2) and (3) of section 15, sub-sections (1) and (2) of section 16, section 17 and sub-section (3) of section 25 of the Bureau of Indian Standards Act, 2016 (11 of 2016), the Central Government, is of the opinion that it is necessary or expedient so to do in the public interest, after consulting the Bureau of Indian Standards, hereby makes the following order, further to amend the Hallmarking of Gold Jewellery and Gold Artefacts Order, 2020, namely:1. Short title and commencement. -(1) This order may be called the Hallmarking of Gold Jewellery and Gold Artefacts (Second Amendment) Order, 2026. (2) It shall come into force on the date of its publication in the Official Gazette."
hallmarking_of_gold_jewellery_and_gold_artefacts_order_2026_second_amendments_385_districts_1_p12,hallmarking_of_gold_jewellery_and_gold_artefacts_order_2026_second_amendments_385_districts_1,Hallmarking-of-gold-jewellery-and-gold-artefacts-order-2026-second-amendments-385-districts-1.pdf,12,"12 THE GAZETTE OF INDIA : EXTRAORDINARY [PART II—SEC. 3(ii)]

2. In the Hallmarking of Gold Jewellery and Gold Artefacts Order, 2020, for the ANNEXURE, the following ANNEXURE shall be substituted, namely: — “ANNEXURE Sl. No. State/Union territory District

 (1) (2) (3) 1. Andhra Pradesh 1. Anantapur 2. Annamayya 3. Dr. B. R. Ambedkar Konaseema 4. East Godavari 5. Eluru 6. Guntur 7. Kadapa 8. Krishna 9. Kurnool 10. Sri Nandamuri Taraka Rama Rao Garu 11. Nandyal 12. Nellore 13. Prakasham 14. Srikakulam 15. Visakhapatnam 16. Vizianagaram 17. West Godavari 18. Palnadu 2. Assam 1. Barpeta 2. Bongaigaon 3. Cachar 4. Jorhat 5. Kamrup Metro 6. Kokrajhar 7. Lakhimpur 8. Nagaon 9. Tinsukia 10. Siva Sagar 11. Dhubri 12. Sonitpur 3. Bihar 1. Begusarai 2. Bhagalpur 3. Bhojpur 4. Buxar 5. Darbhanga 6. East Champaran 7. Gaya 8. Katihar 9. Khagaria 10. Kishanganj"
hallmarking_of_gold_jewellery_and_gold_artefacts_order_2026_second_amendments_385_districts_1_p13,hallmarking_of_gold_jewellery_and_gold_artefacts_order_2026_second_amendments_385_districts_1,Hallmarking-of-gold-jewellery-and-gold-artefacts-order-2026-second-amendments-385-districts-1.pdf,13,[भाग II—खण्ड 3(ii)] भारत का रािपत्र : असाधारण 13 11. Madhubani 12. Munger 13. Muzaffarpur 14. Nalanda 15. Nawada 16. Patna 17. Rohtas 18. Samastipur 19. Saran 20. Sitamarhi 21. Saharsa 22. Siwan 23. Madhepura 24. Purnea 25. Vaishali 4. Chandigarh 1. Chandigarh 5. Chhattisgarh 1. Bilaspur 2. Durg 3. Raipur 4. Rajnandagaon 5. Surguja 6. Delhi 1. Central Delhi 2. East Delhi 3. New Delhi 4. North Delhi 5. North West Delhi 6. South Delhi 7. South east Delhi 8. West Delhi 7. Goa 1. North Goa 2. South Goa 8. Gujarat 1. Ahmedabad 2. Amreli 3. Anand 4. Banaskantha 5. Bharuch 6. Bhavnagar 7. Botad 8. Devbhoomi Dwarka 9. Gir Somnath 10. Jamnagar 11. Junagadh 12. Kheda 13. Kutch 14. Mehsana 15. Morbi
hallmarking_of_gold_jewellery_and_gold_artefacts_order_2026_second_amendments_385_districts_1_p14,hallmarking_of_gold_jewellery_and_gold_artefacts_order_2026_second_amendments_385_districts_1,Hallmarking-of-gold-jewellery-and-gold-artefacts-order-2026-second-amendments-385-districts-1.pdf,14,"14 THE GAZETTE OF INDIA : EXTRAORDINARY [PART II—SEC. 3(ii)]

 16. Navsari 17. Patan 18. Porbandar 19. Rajkot 20. Sabarkantha 21. Surat 22. Surendranagar 23. Tapi 24. Vadodara 25. Valsad 9. Haryana 1. Ambala 2. Bhiwani 3. Charkhi Dadri 4. Faridabad 5. Fatehabad 6. Gurugram 7. Hissar 8. Jind 9. Kaithal 10. Karnal 11. Kurukshetra 12. Mahendragarh 13. Palwal 14. Rewari 15. Rohtak 16. Sirsa 17. Sonipat 18. Yamuna Nagar 19. Jhajjar 20. Panchkula 10. Himachal Pradesh 1. Bilaspur 2. Hamirpur 3. Kangra 4. Mandi 11. Jammu and Kashmir 1. Jammu 2. Kathua 3. Samba 4. Srinagar 5. Udhampur 12. Jharkhand 1. Bokaro 2. Dhanbad 3. East Singhbhum 4. Garhwa 5. Ranchi 6. Deoghar 7. Ramgarh"
hallmarking_of_gold_jewellery_and_gold_artefacts_order_2026_second_amendments_385_districts_1_p15,hallmarking_of_gold_jewellery_and_gold_artefacts_order_2026_second_amendments_385_districts_1,Hallmarking-of-gold-jewellery-and-gold-artefacts-order-2026-second-amendments-385-districts-1.pdf,15,[भाग II—खण्ड 3(ii)] भारत का रािपत्र : असाधारण 15 13. Karnataka 1. Bagalkot 2. Belagavi 3. Bengaluru urban 4. Dakshina kannada 5. Davanagere 6. Dharwad 7. Gadag 8. Gulbarga 9. Hassan 10. Kolar 11. Mandya 12. Mysore 13. Raichur 14. Shimoga 15. Tumkur 16. Uduppi 17. Uttara kannada 18. Vijaypura (Bijapur) 19. Chikkamagaluru 20. Bellary 14. Kerala 1. Alappuzha 2. Ernakulam 3. Kannur 4. Kasaragod 5. Kollam 6. Kottayam 7. Kozhikode 8. Malappuram 9. Palakkad 10. Pathanamthitta 11. Thiruvananthapuram 12. Thrissur 13. Wayanad 14. Idukki 15. Madhya Pradesh 1. Balaghat 2. Bhopal 3. Chhatarpur 4. Chhindwara 5. Dewas 6. Gwalior 7. Indore 8. Jabalpur 9. Katni 10. Khandwa 11. Morena 12. Neemuch
hallmarking_of_gold_jewellery_and_gold_artefacts_order_2026_second_amendments_385_districts_1_p16,hallmarking_of_gold_jewellery_and_gold_artefacts_order_2026_second_amendments_385_districts_1,Hallmarking-of-gold-jewellery-and-gold-artefacts-order-2026-second-amendments-385-districts-1.pdf,16,"16 THE GAZETTE OF INDIA : EXTRAORDINARY [PART II—SEC. 3(ii)]

 13. Ratlam 14. Rewa 15. Satna 16. Ujjain 17. Sagar 16. Maharashtra 1. Ahmednagar 2. Akola 3. Amravati 4. Aurangabad 5. Beed 6. Chandrapur 7. Dhule 8. Jalgaon 9. Jalna 10. Kolhapur 11. Latur 12. Mumbai city 13. Mumbai suburban 14. Nagpur 15. Nanded 16. Nandurbar 17. Nashik 18. Palghar 19. Parbhani 20. Pune 21. Raigad 22. Ratnagiri 23. Sangli 24. Satara 25. Sindhudurg 26. Solapur 27. Thane 28. Wardha 29. Yavatmal 17. Odisha 1. Balasore 2. Bhadrak 3. Cuttack 4. Ganjam 5. Jajpur 6. Khordha 7. Mayurbhanj 8. Puri 9. Sambalpur 10. Nayagarh 11. Sundargarh"
hallmarking_of_gold_jewellery_and_gold_artefacts_order_2026_second_amendments_385_districts_1_p17,hallmarking_of_gold_jewellery_and_gold_artefacts_order_2026_second_amendments_385_districts_1,Hallmarking-of-gold-jewellery-and-gold-artefacts-order-2026-second-amendments-385-districts-1.pdf,17,[भाग II—खण्ड 3(ii)] भारत का रािपत्र : असाधारण 17 18. Puducherry 1. Puducherry 2. Karaikal 19. Punjab 1. Amritsar 2. Barnala 3. Bathinda 4. Fatehgarh Sahib 5. Fazilka 6. Ferozepur 7. Gurdaspur 8. Hoshiarpur 9. Jalandhar 10. Kapurthala 11. Ludhiana 12. Malerkotla 13. Mansa 14. Moga 15. Pathankot 16. Patiala 17. Rupnagar 18. Sangrur 19. Shaheed Bhagat Singh Nagar 20. Sri Muktsar Sahib 20. Rajasthan 1. Ajmer 2. Alwar 3. Banswara 4. Beawar 5. Bhilwara 6. Bikaner 7. Churu 8. Hanumangarh 9. Jaipur 10. Jhunjhunu 11. Jodhpur 12. Kota 13. Kotputli-Behror 14. Nagaur 15. Pali 16. Sawai Madhopur 17. Sikar 18. Sirohi 19. Sriganganagar 20. Udaipur 21. Jalore 22. Bharatpur 23. Dungarpur 24. Barmer
hallmarking_of_gold_jewellery_and_gold_artefacts_order_2026_second_amendments_385_districts_1_p18,hallmarking_of_gold_jewellery_and_gold_artefacts_order_2026_second_amendments_385_districts_1,Hallmarking-of-gold-jewellery-and-gold-artefacts-order-2026-second-amendments-385-districts-1.pdf,18,"18 THE GAZETTE OF INDIA : EXTRAORDINARY [PART II—SEC. 3(ii)]

 25. Bundi 26. Karauli 21. Tamil Nadu 1. Chennai 2. Coimbatore 3. Cuddalore 4. Dharmapuri 5. Dindigul 6. Erode 7. Kallakuruchi 8. Kancheepuram 9. Kanyakumari 10. Karur 11. Krishnagiri 12. Madurai 13. Nagapattinam 14. Namakkal 15. Pudukkottai 16. Ramanathapuram 17. Salem 18. Sivaganga 19. Tenkasi 20. Thanjavur 21. Theni 22. Thoothukudi 23. Tiruchirappalli 24. Tirunelveli 25. Tirupathur 26. Tirupur 27. Tiruvannamalai 28. Tiruvarur 29. Vellore 30. Viluppuram 31. Mayiladuthurai 32. Chengalpattu 22. Telangana 1. Hyderabad 2. Khammam 3. Mancherial 4. Medchal-Malkajgiri 5. Nalgonda 6. Nizamabad 7. Peddapalli 8. Rangareddy 9. Warangal (Rural) 10. Warangal (Urban) 11. Karimnagar 12. Mahabubnagar"
hallmarking_of_gold_jewellery_and_gold_artefacts_order_2026_second_amendments_385_districts_1_p19,hallmarking_of_gold_jewellery_and_gold_artefacts_order_2026_second_amendments_385_districts_1,Hallmarking-of-gold-jewellery-and-gold-artefacts-order-2026-second-amendments-385-districts-1.pdf,19,"[भाग II—खण्ड 3(ii)] भारत का रािपत्र : असाधारण 19

 13. Bhadradri Kothagudem 23. Tripura 1. Gomati 2. North Tripura 3. West Tripura 24. Uttar Pradesh 1. Agra 2. Prayagraj 3. Ambedkar Nagar 4. Auraiya 5. Azamgarh 6. Ballia 7. Banda 8. Barabanki 9. Bareilly 10. Bhadohi 11. Budaun 12. Deoria 13. Etawah 14. Faizabad 15. Gautam Buddha Nagar 16. Ghaziabad 17. Gorakhpur 18. Jaunpur District 19. Jhansi 20. Kanpur Nagar 21. Lucknow 22. Mathura 23. Meerut 24. Mirzapur 25. Moradabad 26. Muzaffarnagar 27. Pratapgarh 28. Raebareli 29. Saharanpur 30. Shahjahanpur 31. Varanasi 32. Basti 33. Lakhimpurkheri 34. Rampur 35. Ghazipur 36. Farrukhabad 37. Mainpuri 38. Mau 39. Bijnor 25. Uttarakhand 1. Dehradun 2. Haridwar"
hallmarking_of_gold_jewellery_and_gold_artefacts_order_2026_second_amendments_385_districts_1_p20,hallmarking_of_gold_jewellery_and_gold_artefacts_order_2026_second_amendments_385_districts_1,Hallmarking-of-gold-jewellery-and-gold-artefacts-order-2026-second-amendments-385-districts-1.pdf,20,"20 THE GAZETTE OF INDIA : EXTRAORDINARY [PART II—SEC. 3(ii)]

 3. Nainital 4. Pauri Garhwal 5. Pithoragarh 6. Almora 26. West Bengal 1. Alipurduar 2. Bankura 3. Birbhum 4. Dakshin Dinajpur 5. Darjeeling 6. Hooghly 7. Howrah 8. Jalpaiguri 9. Coochbehar 10. Kolkata 11. Malda 12. Murshidabad 13. Nadia 14. North 24 Parganas 15. Paschim Bardhaman 16. Paschim Medinipur 17. Purba Bardhaman 18. Purba Medinipur 19. Purulia 20. South 24 Parganas 21. Uttar Dinajpur

 [F. No. V-6/1/2017-BIS(Part-2)] ANUPAM MISHRA, Addl. Secy. Note:- The principal order was published in the Gazette of India, Extraordinary, Part II, Section 3, Sub-section (ii) vide number S.O. 205 (E), dated the 15th January, 2020 and lastly amended vide number S.O. 1129(E), dated the 2nd March, 2026.

 Uploaded by Dte. of Printing at Government of India Press, Ring Road, Mayapuri, New Delhi-110064 and Published by the Controller of Publications, Delhi-110054. SARVESH KUMAR Digitally signed by SARVESH KUMAR SRIVASTAVA SRIVASTAVA Date: 2026.04.29 19:04:49 +05'30'"
